Master Catalog,Identifier,Parent Identifier,Name US,URL keyword,Page title,Meta description,Facet Management,STORE,Short Description,Published
FALSE,BLADE_SELECT_BLADE,FAN_SALES_CATALOG,Blade Select Blade,fan-s-blade-select-blade,,,,FAN,Blade Select Blade,TRUE
FALSE,BLADE_SELECT_DAMP_LOCATION_BLADES,BLADE_SELECT_BLADE,Damp Location Blades,fan-s-damp-location-blades,,,,FAN,Damp Location Blades,TRUE
FALSE,BLADE_SELECT_DECORATIVE_BLADES,BLADE_SELECT_BLADE,Decorative Hand Carved Blades,fan-s-decorative-hand-carved-blades,,,,FAN,Decorative Hand Carved Blades,TRUE
FALSE,BLADE_SELECT_SOLID_WOOD_BLADES,BLADE_SELECT_BLADE,Solid Wood Blades,fan-s-solid-wood-blades,,,,FAN,Solid Wood Blades,TRUE
FALSE,BLADE_SELECT_WEATHER_RESISTANT,BLADE_SELECT_BLADE,Weather Resistant Blades,fan-s-weather-resistant,,,,FAN,Weather Resistant Blades,TRUE
FALSE,BLADE_SELECT_WOOD_VENEER_BLADES,BLADE_SELECT_BLADE,Wood Veneer Blades,fan-s-wood-veneer-blades,,,,FAN,Wood Veneer Blades,TRUE
FALSE,Boiler-Level-Instrumentation,Steam-Traps-Valves-Level-Gauges,Boiler Level Instrumentation,boiler-level-instrumentation,Products - Boiler-Level-Instrumentation | Emerson,,,EMR,,TRUE
FALSE,Boiler-Trim-Valves,Steam-Traps-Valves-Level-Gauges,Boiler Trim Valves,boiler-trim-valves,Products - Boiler Trim Valves | Emerson,,,EMR,,TRUE
FALSE,Booster-Valves,Controllers-Instruments,Booster Valves,booster-valves,Products - Booster Valves | Emerson,Browse Booster Valves products,,EMR,,TRUE
FALSE,Bransonic-Tabletop-Cleaners,Cleaning-Systems-and-Cell-Disruptors,Bransonic Tabletop Cleaners,bransonic-tabletop-cleaners,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Bulk-Storage-Transport-Equipment,Valves-Actuators-Regulators,Bulk Storage and Transport Equipment,bulk-storage-transport-equipment,Products - Bulk Storage and Transport Equipment | Emerson,Browse Bulk Storage and Transport Equipment products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Certifications|EMR Valve Size|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Seat Seal Type|EMR Media|EMR Fluid State|EMR Valve Size Standard,EMR,,TRUE
FALSE,Bulk-Storage-Transport-Equipment-Accessories,Bulk-Storage-Transport-Equipment,Bulk Storage and Transport Equipment Accessories,bulk-storage-transport-equipment-accessories,Products - Bulk Storage and Transport Equipment Accessories|Emerson,Browse Bulk Storage and Transport Equipment Accessories products,Manufacturer|EMR Industry|EMR Segment|EMR Application|EMR Certifications|EMR Valve Size|EMR Media|EMR Valve Type|EMR Max Inlet Pressure|EMR Max Outlet Pressure|EMR Operating Temperature|EMR Standards,EMR,,TRUE
FALSE,Bushings-and-Locknuts,Commercial-Electrical-Fittings,Bushings and Locknuts,bushings-and-locknuts,,,EMR Platform|Manufacturer|EMR Industry|EMR Certifications|EMR Product Type|EMR Material,EMR,,TRUE
FALSE,Butterfly-Valves,Isolation-Shut-off-Valves,Butterfly Valves,butterfly-valves,Products - Butterfly Valves|Emerson,Browse Butterfly Valves products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Standards|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Body Design|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Power Source|EMR Stem|EMR Seat Seal Type|EMR Bore|EMR Media|EMR Max Outlet Pressure|EMR Valve Size|EMR Valve Size Standard,EMR,,TRUE
FALSE,Cable-Kits,Indoor-Outdoor-Heating-Cables,Cable Kits,cable-kits,,,EMR Platform|Manufacturer|EMR Industry|EMR Product Type|EMR Cable Length|EMR Voltage,EMR,,TRUE
FALSE,Calibration-Verification,Reliability,Calibration Verification,calibration-verification,Reliability Services - Calibration Verification | Emerson,Browse Calibration Verification Reliability Lifecycle Services,Manufacturer,EMR,,TRUE
FALSE,Call-Points-Stations-Audio-Signaling-Devices,Controls,Call Points Stations and Audio Signaling Devices,call-points-stations-audio-signaling-devices,Products - Call Points Stations and Audio Signaling Devices|Emerson,Browse Call Points Stations and Audio Signaling Devices products,EMR Product Type|EMR Amperage|EMR Industry,EMR,,TRUE
TRUE,Canister-Vacuums,Vacuums,Canister-Vacuums,m-canister-vacuums,,,,PROTEAM,Canister-Vacuums,TRUE
FALSE,Cargo-Tracking-and-Monitoring,Controls-and-Monitoring-Systems,Cargo Tracking and Monitoring,cargo-tracking-and-monitoring,,,EMR Platform|Manufacturer|EMR Industry|EMR Application|EMR Programmable Inputs|EMR Amperage|EMR Length|EMR Sensitivity|EMR Sensor Type|EMR Length|EMR Color|EMR Mounting,CLIMATE,,TRUE
FALSE,Category-1A,TEST_SALES_CATALOG,Category 1A,category-1a,Category 1A,Category 1A,EMR Application|Manufacturer,TEST,,TRUE
FALSE,Category-2A,Category-1A,Category 2A,category-2a,Category 2A,Category 2A,Manufacturer|EMR Application,TEST,,TRUE
FALSE,Category-2B,Category-1A,Category 2B Hidden,category-2b,Category 2B,Category 2B,Manufacturer|EMR Application,TEST,,FALSE
FALSE,C-Ball-Valves,Isolation-Shut-off-Valves,C-Ball Valves,c-ball-valves,Products - C-Ball Valves| Emerson,Browse C-Ball Valves products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Standards|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Body Design|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Power Source|EMR Stem|EMR Seat Seal Type|EMR Bore|EMR Media|EMR Max Outlet Pressure|EMR Valve Size|EMR Valve Size Standard,EMR,,TRUE
FALSE,Ceiling-Fans-and-Lighting,Climate-Technologies,Ceiling Fans and Lighting,ceiling-fans-lighting,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
TRUE,Charts,Literature,Charts,m-charts,,,,PROTEAM,,TRUE
FALSE,Check-Choke-Valves,Flow-Valves-Block-Valves,Check-Choke Valves,check-choke-valves,Products - Check-Choke Valves | Emerson,Browse Check-Choke Valves ,EMR Industry|EMR Product Series|EMR Throttle direction|EMR Housing Material|EMR Sealing Material|EMR Air Supply|EMR Compressed air connection type|EMR Compressed air connection|EMR Compressed air connection type 2,EMR,,TRUE
FALSE,Check-Valves,Isolation-Shut-off-Valves,Check Valves,check-valves,Products - Check Valves | Emerson,Browse Check Valves products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Standards|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Body Design|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Power Source|EMR Stem|EMR Seat Seal Type|EMR Bore|EMR Media|EMR Max Outlet Pressure|EMR Valve Size|EMR Valve Size Standard,EMR,,TRUE
FALSE,Circuit-Breakers,Distribution-Equipment,Circuit Breakers,circuit-breakers,Products - Circuit Breakers|Emerson,Browse Circuit Breakers products,EMR Area Classification|EMR Certifications|EMR Material|EMR Factory Sealed|EMR Enclosure Type|EMR Actuation|EMR Amperage|EMR Horsepower Ratings|Manufacturer|EMR Industry,EMR,,TRUE
TRUE,CLASSIC-FANS,EMERSON-FANS,Classic,m-classic-fans,,,,FAN,Classic,TRUE
FALSE,Cleaning-Systems-and-Cell-Disruptors,Climate-Technologies,Cleaning Systems and Cell Disruptors,cleaning-systems-and-cell-disruptors,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Climate-Technologies,CLIMATE_SALES_CATALOG,Climate-Technologies,climate-technologies,,,EMR Platform,CLIMATE,,TRUE
FALSE,CO2-Sensors,Sensors,CO2 Sensors,co2-censors,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Collector-Systems,Foodservice-Equipment,Collector Systems,collector-systems,Commercial Collector Systems | InSinkErator,"InSinkErator PowerRinseÂ® Waste Collection Systems increase pre-rinse & scrapping speed, while reducing bulk waste without grinding. Explore today.",,ISE,,TRUE
FALSE,Combustion-Analyzers,Gas-Analysis,Combustion Analyzers,combustion-analyzers,Products - Combustion Analyzers | Emerson,Browse Combustion Analyzers products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Detected Gas|EMR Communication Protocol|,EMR,,TRUE
FALSE,Combustion-Controls,Sensors-Controls,Combustion Controls,combustion-controls,Products - Combustion Controls | Emerson,Browse Combustion Controls ,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Combustion-Controls,Combustion-Products,Combustion Controls,combustion-controls,Products - Combustion Controls | Emerson,Browse Combustion Controls ,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Combustion-Products,Fluid-Control-Pneumatics,Combustion Products,combustion-products,Products - Combustion Products | Emerson,Browse Combustion Products,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Combustion-Products-SV,Solenoid-Valves,Combustion Products,combustion-products-sv,Products - Combustion Products | Emerson,Browse Combustion Products,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Comfort-Guard,Sensi,Comfort Guard,comfort-guard,,,EMR Platform|Manufacturer|EMR Industry,SENSI,,TRUE
FALSE,Comm-AC-Air-Conditioning-and-Chiller-Controls,Commercial-Electronics,Air Conditioning and Chiller Controls,commercial-ac-air-conditioning-chiller-controls,Air Conditioning and Chiller Controls for Commercial Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Comm-AC-Compressor-Controls,Commercial-Electronics,Compressor Controls,commercial-ac-compressor-controls,Compressor Controls for Commercial Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Comm-AC-General-Purpose-Controls,Commercial-Electronics,General Purpose Controls,commercial-ac-general-purpose-controls,General Purpose Controls for Commercial Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Comm-AC-Heating-Controls,Commercial-Electronics,Heating Controls,commercial-ac-heating-controls,Heating Controls for Commercial Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Comm-AC-Humidity-Controls,Commercial-Electronics,Humidity Controls,commercial-ac-humidity-controls,Humidity Controls for Commercial Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Comm-AC-Parametric-Controls,Commercial-Electronics,Parametric Controls,commercial-ac-parametric-controls,Parametric Controls for Commercial Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Comm-AC-Power-Monitoring,Commercial-Electronics,Power Monitoring,commercial-ac-power-monitoring,Power Monitoring for Commercial Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Comm-AC-Programmable-Controls,Commercial-Electronics,Programmable Controls,commercial-ac-programmable-controls,Programmable Controls for Commercial Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Comm-AC-Remote-Monitoring-Controls,Commercial-Electronics,Remote Monitoring Controls,commercial-ac-remote-monitoring-controls,Remote Monitoring Controls for Commercial Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Comm-AC-Sensors-and-Accessories,Commercial-Electronics,Sensors and Other Accessories,commercial-ac-sensors-accessories,Sensors and Other Accessories for Commercial Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Comm-AC-Speed-Controllers-and-Inverters,Commercial-Electronics,Speed Controllers and Inverters,commercial-ac-speed-controllers-inverters,Speed Controllers and Inverters for Commercial Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Commercial-AC-Electronics,Heating-and-Air-Conditioning,Commercial AC Electronics,commercial-ac-electronics,,,EMR Input Voltage Range|EMR Platform|Manufacturer|EMR Industry|EMR Industry,CLIMATE,,TRUE
FALSE,Commercial-After-Market,Commercial-Air-Conditioning,Commercial After Market,commercial-after-market,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Commercial-Air-Conditioning,Heating-and-Air-Conditioning,Commercial Air Conditioning,commercial-air-conditioning,,,EMR Platform|Manufacturer|EMR Industry|EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Commercial-Air-Conditioning-Components,Heating-and-Air-Conditioning,Commercial Air Conditioning Components,commercial-air-conditioning-components,,,EMR Platform|Manufacturer|EMR Industry|EMR Voltage,CLIMATE,,TRUE
FALSE,Commercial-and-Residential-Solutions,EMR_SALES_CATALOG,Commercial-and-Residential-Solutions,commercial-residential-solutions,,,,EMR,,TRUE
FALSE,Commercial-Cable-and-Cord-Fittings,Commercial-Electrical-Fittings,Commercial Cable and Cord Fittings,commercial-cable-and-cord-fittings,,,EMR Platform|Manufacturer|EMR Industry|EMR Certifications|EMR Product Type|EMR Material,EMR,,TRUE
FALSE,Commercial-Condensing-Units,Refrigeration,Commercial Condensing Units,commercial-condensing-units,,,EMR Platform|Manufacturer|EMR Industry|EMR Refrigerant Type|EMR Application|EMR Voltage|EMR Frequency|EMR Number of Phases|EMR Length|EMR EER|EMR Condenser Type,CLIMATE,,TRUE
FALSE,Commercial-Digital,Commercial-Modulating-Compressors,Commercial Digital,commercial-digital,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Commercial-Digital-Upgrade-Kits,Heating-and-Air-Conditioning,Commercial Digital Upgrade Kits,commercial-digital-upgrade-kits,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Commercial-Electrical-Fittings,Electrical-Construction-Materials-and-Lighting,Commercial Electrical Fittings,commercial-electrical-fittings,,,EMR Platform|Manufacturer|EMR Industry|EMR Certifications|EMR Product Type|EMR Material|,EMR,,TRUE
FALSE,Commercial-Electronics,Heating-and-Air-Conditioning,Commercial Electronics,commercial-electronics,Commercial Electronics,,EMR Input Voltage Range|EMR HVAC System Type|EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Commercial-Garbage-Disposals,Foodservice-Equipment,Commercial Garbage Disposals,commercial-garbage-disposals,Commercial Food Waste Disposal | InSinkErator,The InSinkErator commercial garbage disposals are the best choice for commercial food waste challenges. Learn more about commercial disposers.,EMR Power Cord Attached|,ISE,,TRUE
FALSE,Commercial-Heating-Cable-Systems,Indoor-Outdoor-Heating-Cables,Commercial Heating Cable Systems,commercial-heating-cable-systems,,,EMR Platform|Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Commercial-Heating-Components,Heating-and-Air-Conditioning,Commercial Heating Components,commercial-heating-components,,,EMR Platform|Manufacturer|EMR Industry|EMR HVAC System Type|EMR Opening Style|EMR Pipe Port Size|EMR Side Taps|EMR Stages|EMR Voltage|EMR Valve Type|EMR Blower Motor|EMR Control Type|EMR Ignitor|EMR Ignitor Voltage,CLIMATE,,TRUE
FALSE,Commercial-Modulating-Compressors,Commercial-Scroll-Compressors,Commercial Modulating Compressors,commercial-modulating-compressors,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Commercial-Multiples,Commercial-Modulating-Compressors,Commercial Multiples,commercial-multiples,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Commercial-Refrigeration,Refrigeration,Commercial Refrigeration,commercial-refrigeration,,,EMR Platform|Manufacturer|EMR Industry|EMR Refrigerant Type|EMR Product Type|EMR Capacity Range|EMR Application|EMR Voltage|EMR Frequency|EMR Number of Phases|EMR EER|EMR Application,CLIMATE,,TRUE
FALSE,Commercial-Refrigeration-Components,Commercial-Refrigeration,Commercial Refrigeration Components,commercial-refrigeration-components,,,EMR Platform|Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Commercial-Refrigeration-Compressors,Commercial-Refrigeration,Commercial Refrigeration Compressors,commercial-refrigeration-compressors,,,EMR Platform|Manufacturer|EMR Industry|EMR Refrigerant Type|EMR Product Type|EMR Capacity Range|EMR Application|EMR Voltage|EMR Frequency|EMR Number of Phases|EMR EER,CLIMATE,,TRUE
FALSE,Commercial-Refrigeration-Controls,Commercial-Refrigeration,Commercial Refrigeration Controls,commercial-refrigeration-controls,,,EMR Platform|Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Commercial-Refrigeration-Electronics,Commercial-Refrigeration,Commercial Refrigeration Electronics,commercial-refrigeration-electronics,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Commercial-Scroll-Compressors,Heating-and-Air-Conditioning,Commercial Scroll Compressors,commercial-scroll-compressors,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Commercial-Single-Stage-Compressors,Commercial-Scroll-Compressors,Commercial Single Stage Compressors,commercial-single-stage-compressors,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Commercial-Switches-Outlet-Boxes-and-Covers,Electrical-Construction-Materials-and-Lighting,"Commercial Switches, Outlet Boxes, and Covers",commercial-switches-outlet-boxes-and-covers,,,EMR Platform|Manufacturer|EMR Industry|EMR Certifications|EMR Product Type|EMR Material,EMR,,TRUE
FALSE,Commercial-Transport,Commercial-Refrigeration,Commercial Transport,commercial-transport,,,EMR Platform|Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Commercial-Two-Stage,Commercial-Modulating-Compressors,Commercial Two Stage,commercial-two-stage,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
